,ride.alc.driver,female,grade,age4,smoke,DriverLicense,In_Month
3850,1,0,10,16,1,1,83088
3851,0,0,10,15,0,0,81363
3852,1,1,10,16,1,1,93940
3853,1,0,10,17,1,1,91738
3854,0,1,9,15,0,0,98273
3855,1,1,9,14,NA,0,101302
3856,0,0,9,14,0,0,113812
3857,0,0,9,15,0,0,109431
3858,1,0,9,14,1,0,105582
3859,1,0,9,14,0,0,116969
3860,1,1,9,15,0,0,112635
3861,0,0,9,16,0,1,122391
3862,1,0,9,14,1,0,121872
3863,0,0,9,15,0,0,39343
3864,0,0,9,15,1,0,46205
3865,0,1,9,16,0,1,37731
3866,0,0,9,14,0,0,43525
3867,1,1,9,16,1,1,39891
3868,0,1,9,15,1,0,56642
3869,1,0,NA,15,1,0,60150
3870,1,1,9,15,1,0,54445
3871,1,1,9,16,1,1,64445
3872,1,1,9,16,1,1,57189
3873,0,0,9,14,0,0,63218
3874,0,1,10,17,0,1,55794
3875,1,0,10,16,1,1,56957
3876,1,0,10,15,1,0,57081
3877,1,0,10,15,1,0,61111
3878,1,1,10,15,1,0,67938
3879,1,1,10,15,0,0,66029
3880,1,1,10,16,1,1,83088
3881,1,0,10,15,1,0,81363
3882,0,1,10,15,1,0,93940
3883,1,0,10,15,1,0,91738
3884,1,1,10,15,1,0,98273
3885,0,1,10,16,1,1,101302
3886,1,1,10,16,1,1,113812
3887,1,NA,10,16,1,1,109431
3888,0,1,10,16,1,1,105582
3889,0,1,10,16,1,1,116969
3890,0,1,10,16,0,1,112635
3891,0,0,10,15,1,0,122391
3892,0,0,10,15,1,0,121872
3893,0,0,10,16,1,1,39343
3894,1,0,10,16,1,1,46205
3895,0,0,12,17,1,1,37731
3896,1,1,12,18,1,1,43525
3897,1,1,12,18,1,1,39891
3898,0,1,12,17,0,1,56642
3899,0,0,12,17,0,1,60150
3900,0,1,12,17,0,1,54445
3901,1,1,12,17,0,1,64445
3902,0,1,12,17,1,1,57189
3903,0,1,12,18,1,1,63218
3904,0,1,12,17,1,1,55794
3905,0,0,12,17,1,1,56957
3906,1,1,12,18,1,1,57081
3907,0,0,12,18,0,1,61111
3908,0,1,12,17,1,1,67938
3909,1,1,12,17,1,1,66029
3910,1,1,12,17,1,1,83088
3911,1,0,12,17,1,1,81363
3912,0,1,12,18,0,1,93940
3913,1,1,12,18,1,1,91738
3914,0,1,12,18,0,1,98273
3915,0,1,12,17,0,1,101302
3916,0,1,12,18,0,1,113812
3917,1,1,12,17,NA,1,109431
3918,0,0,12,18,1,1,105582
3919,0,0,12,18,1,1,116969
3920,0,1,12,18,1,1,112635
3921,0,1,12,18,1,1,122391
3922,0,0,12,17,1,1,121872
3923,1,1,12,18,1,1,39343
3924,1,1,12,18,1,1,46205
3925,0,0,9,14,0,0,37731
3926,0,1,9,15,1,0,43525
3927,1,0,9,14,0,0,39891
3928,0,1,9,15,1,0,56642
3929,0,1,9,15,1,0,60150
3930,0,0,9,14,0,0,54445
3931,0,1,9,15,1,0,64445
3932,0,0,9,15,1,0,57189
3933,0,1,9,14,1,0,63218
3934,1,0,9,14,0,0,55794
3935,0,0,9,17,0,1,56957
3936,0,0,9,14,1,0,57081
3937,1,0,9,15,0,0,61111
3938,1,1,9,15,1,0,67938
3939,0,0,9,15,0,0,66029
3940,0,0,9,15,0,0,83088
3941,1,1,9,14,1,0,81363
3942,0,0,9,15,1,0,93940
3943,0,0,9,15,0,0,91738
3944,1,0,9,15,0,0,98273
3945,1,1,9,15,1,0,101302
3946,1,0,9,14,0,0,113812
3947,0,1,NA,NA,0,NA,109431
3948,0,1,9,14,1,0,105582
3949,0,0,9,15,0,0,116969
3950,0,0,9,15,0,0,112635
3951,0,1,11,18,1,1,122391
3952,0,0,11,16,1,1,121872
3953,0,0,11,16,1,1,39343
3954,0,0,11,17,0,1,46205
3955,0,0,11,16,0,1,37731
3956,0,1,11,16,1,1,43525
3957,0,0,11,17,0,1,39891
3958,0,0,11,16,1,1,56642
3959,1,1,11,16,1,1,60150
3960,0,1,11,17,1,1,54445
3961,0,1,11,17,NA,1,64445
3962,1,1,11,17,1,1,57189
3963,0,0,11,16,1,1,63218
3964,0,1,11,16,1,1,55794
3965,1,1,11,18,1,1,56957
3966,1,1,11,18,1,1,57081
3967,1,1,11,17,1,1,61111
3968,1,1,11,17,1,1,67938
3969,0,0,11,16,0,1,66029
3970,1,1,11,17,1,1,83088
3971,1,0,11,17,0,1,81363
3972,1,0,11,16,1,1,93940
3973,0,1,11,17,1,1,91738
3974,0,0,11,16,1,1,98273
3975,1,0,10,15,0,0,101302
3976,1,0,10,15,0,0,113812
3977,0,1,11,18,0,1,109431
3978,0,1,10,16,0,1,105582
3979,1,0,10,15,0,0,116969
3980,1,0,10,16,1,1,112635
3981,0,1,10,15,0,0,122391
3982,1,1,10,16,1,1,121872
3983,0,0,10,16,0,1,39343
3984,0,0,10,16,0,1,46205
3985,1,1,10,16,0,1,37731
3986,1,1,10,16,NA,1,43525
3987,0,1,10,16,0,1,39891
3988,0,1,10,15,0,0,56642
3989,1,1,10,16,1,1,60150
3990,0,0,10,16,0,1,54445
3991,0,0,10,16,0,1,64445
3992,0,1,10,16,0,1,57189
3993,1,1,10,16,1,1,63218
3994,0,1,11,17,0,1,55794
3995,1,0,10,16,0,1,56957
3996,0,1,10,15,NA,0,57081
3997,0,1,10,15,1,0,61111
3998,0,1,10,17,0,1,67938
3999,0,0,10,16,0,1,66029
4000,0,0,12,18,0,1,83088
4001,1,1,10,15,1,0,81363
4002,1,1,10,16,1,1,93940
4003,0,0,10,15,0,0,91738
4004,0,0,10,15,0,0,98273
4005,1,0,10,16,0,1,101302
4006,1,1,10,16,1,1,113812
4007,0,0,9,15,1,0,109431
4008,1,1,9,14,1,0,105582
4009,1,1,9,15,1,0,116969
4010,1,0,9,14,0,0,112635
4011,1,0,9,14,1,0,122391
4012,0,0,9,14,0,0,121872
4013,1,1,9,16,1,1,39343
4014,0,0,9,15,0,0,46205
4015,1,1,9,14,0,0,37731
4016,0,1,9,16,1,1,43525
4017,0,0,9,14,0,0,39891
4018,1,0,9,14,0,0,56642
4019,1,1,9,15,1,0,60150
4020,1,1,9,15,1,0,54445
4021,1,0,9,14,1,0,64445
4022,1,1,9,15,0,0,57189
4023,0,1,12,18,1,1,63218
4024,1,1,12,18,1,1,55794
4025,1,1,12,18,1,1,56957
4026,1,1,12,18,1,1,57081
4027,1,1,12,17,1,1,61111
4028,1,1,12,18,1,1,67938
4029,0,1,12,17,1,1,66029
4030,1,1,12,17,1,1,83088
4031,0,1,12,18,1,1,81363
4032,1,1,12,18,1,1,93940
4033,1,1,12,17,1,1,91738
4034,1,1,12,18,1,1,98273
4035,1,1,12,17,1,1,101302
4036,0,0,12,17,1,1,113812
4037,0,1,12,17,1,1,109431
4038,1,1,12,17,1,1,105582
4039,0,1,12,18,0,1,116969
4040,0,1,12,17,0,1,112635
4041,1,1,12,18,0,1,122391
4042,1,1,12,18,1,1,121872
4043,1,1,12,17,1,1,39343
4044,1,1,12,18,1,1,46205
4045,1,1,12,18,1,1,37731
4046,0,0,12,18,NA,1,43525
4047,1,1,12,17,1,1,39891
4048,1,1,12,18,1,1,56642
4049,0,0,12,17,0,1,60150
4050,0,1,12,18,1,1,54445
4051,1,1,11,18,1,1,64445
4052,0,1,12,18,0,1,57189
4053,0,1,12,18,1,1,63218
4054,0,1,12,18,1,1,55794
4055,1,1,12,18,1,1,56957
4056,0,0,12,18,0,1,57081
4057,0,1,12,17,0,1,61111
4058,1,0,12,17,0,1,67938
4059,1,1,11,17,1,1,66029
4060,1,1,11,17,0,1,83088
4061,1,1,11,17,0,1,81363
4062,0,1,11,17,1,1,93940
4063,1,1,11,16,0,1,91738
4064,1,1,11,17,0,1,98273
4065,1,1,11,17,1,1,101302
4066,1,1,11,17,1,1,113812
4067,1,1,11,16,1,1,109431
4068,0,0,11,17,0,1,105582
4069,0,1,11,17,1,1,116969
4070,0,1,11,16,0,1,112635
4071,0,1,12,17,1,1,122391
4072,0,0,11,16,0,1,121872
4073,1,1,11,17,1,1,39343
4074,0,1,11,16,1,1,46205
4075,0,1,12,17,1,1,37731
4076,1,1,11,17,0,1,43525
4077,0,1,11,16,0,1,39891
4078,1,1,9,15,1,0,56642
4079,1,1,10,17,1,1,60150
4080,1,1,9,14,1,0,54445
4081,0,0,9,15,1,0,64445
4082,1,1,9,14,1,0,57189
4083,1,0,9,15,1,0,63218
4084,0,0,9,15,0,0,55794
4085,0,0,9,15,0,0,56957
4086,0,1,9,15,1,0,57081
4087,0,0,9,14,0,0,61111
4088,0,1,9,14,1,0,67938
4089,0,1,11,16,1,1,66029
4090,0,0,11,17,1,1,83088
4091,1,1,11,17,1,1,81363
4092,0,1,11,17,0,1,93940
4093,1,1,11,16,1,1,91738
4094,0,1,11,17,0,1,98273
4095,1,1,11,17,1,1,101302
4096,0,0,11,17,1,1,113812
4097,0,1,11,17,1,1,109431
4098,1,1,11,17,1,1,105582
4099,1,1,11,17,0,1,116969
4100,1,0,11,16,0,1,112635
4101,1,1,11,16,1,1,122391
4102,1,1,11,17,1,1,121872
4103,1,1,11,17,1,1,122380
4104,1,1,11,17,1,1,125372
4105,1,1,11,16,1,1,128364
4106,0,0,11,16,1,1,131356
4107,1,1,11,17,1,1,134349
4108,1,0,11,16,1,1,137341
4109,1,1,10,15,0,0,140333
4110,0,0,10,15,1,0,143325
4111,0,1,10,15,1,0,146317
4112,1,1,10,15,1,0,149309
4113,1,1,10,16,1,1,152301
4114,1,1,10,16,1,1,155293
4115,0,1,12,18,1,1,158285
4116,1,1,10,16,0,1,90547
4117,0,0,9,15,1,0,90623
4118,1,1,10,16,1,1,90698
4119,0,0,9,16,1,1,90774
4120,0,0,10,16,0,1,90850
4121,0,0,10,16,0,1,90925
4122,1,NA,10,17,0,1,91001
4123,1,1,10,16,1,1,91077
4124,1,1,10,16,1,1,91152
4125,0,1,10,16,1,1,91228
4126,1,1,10,16,1,1,91303
4127,0,1,10,16,1,1,91379
4128,1,1,10,16,1,1,91455
4129,0,1,9,17,1,1,91530
4130,1,1,10,16,1,1,91606
4131,1,0,11,16,1,1,91681
4132,1,1,10,17,1,1,91757
4133,0,0,10,16,0,1,91833
4134,1,1,10,16,1,1,91908
4135,0,1,10,16,0,1,91984
4136,1,1,10,15,1,0,92060
4137,0,1,10,16,1,1,92135
4138,1,1,10,16,1,1,92211
4139,0,1,10,15,0,0,92286
4140,1,0,10,16,1,1,92362
4141,1,NA,10,17,1,1,92438
4142,1,1,10,15,1,0,92513
4143,0,0,10,17,0,1,92589
4144,0,0,9,15,1,0,92665
4145,0,1,9,14,1,0,92740
4146,0,0,9,14,0,0,92816
4147,0,0,9,15,0,0,92891
4148,1,0,9,15,0,0,92967
4149,0,0,9,15,0,0,93043
4150,1,1,9,15,1,0,93118
4151,0,0,9,15,0,0,93194
4152,0,1,9,15,0,0,93270
4153,1,0,9,15,0,0,93345
4154,0,0,9,15,0,0,93421
4155,1,0,9,15,0,0,93496
4156,0,0,9,15,0,0,93572
4157,0,0,9,15,0,0,93648
4158,1,1,9,15,1,0,93723
4159,0,0,9,15,0,0,93799
4160,0,0,9,14,0,0,93874
4161,0,0,9,14,1,0,93950
4162,0,1,9,15,1,0,94026
4163,1,0,9,15,0,0,94101
4164,0,1,9,15,0,0,94177
4165,1,1,9,15,1,0,94253
4166,0,0,9,14,0,0,94328
4167,0,0,11,16,1,1,94404
4168,0,1,11,16,1,1,94479
4169,0,1,11,17,1,1,94555
4170,1,1,11,16,1,1,94631
4171,1,1,11,16,0,1,94706
4172,0,0,11,16,1,1,94782
4173,0,1,11,17,1,1,94858
4174,0,1,11,17,1,1,94933
4175,1,1,11,17,1,1,95009
4176,1,0,10,17,0,1,95084
4177,1,NA,11,17,1,1,95160
4178,0,1,11,16,0,1,95236
4179,0,1,11,17,1,1,95311
4180,0,1,11,16,1,1,95387
4181,1,1,11,16,0,1,95463
4182,1,0,11,16,1,1,95538
4183,0,1,11,16,1,1,95614
4184,0,NA,11,16,0,1,95689
4185,1,1,11,17,1,1,95765
4186,1,1,11,16,1,1,95841
4187,0,0,11,16,0,1,95916
4188,0,1,11,17,0,1,95992
4189,1,1,11,16,0,1,96067
4190,0,0,11,17,0,1,96143
4191,0,0,11,17,1,1,96219
4192,0,0,11,17,1,1,96294
4193,0,0,11,16,0,1,96370
4194,0,0,11,16,0,1,96446
4195,0,1,11,17,0,1,96521
4196,0,1,11,17,NA,1,96597
4197,1,NA,10,16,0,1,96672
4198,1,0,10,16,1,1,96748
4199,1,NA,10,15,1,0,96824
4200,0,0,10,16,0,1,96899
4201,1,1,10,15,0,0,96975
4202,0,0,10,15,0,0,97051
4203,0,0,10,15,0,0,97126
4204,0,0,10,15,1,0,97202
4205,0,1,10,15,0,0,97277
4206,0,0,10,15,0,0,97353
4207,0,0,10,16,0,1,97429
4208,0,1,9,15,1,0,97504
4209,1,1,10,17,1,1,97580
4210,1,1,9,17,1,1,97655
4211,0,0,10,15,0,0,97731
4212,0,0,10,16,0,1,97807
4213,1,1,10,17,1,1,97882
4214,0,1,10,16,1,1,97958
4215,0,1,9,15,1,0,98034
4216,0,1,9,16,0,1,98109
4217,1,1,9,16,1,1,98185
4218,0,0,9,15,0,0,98260
4219,0,NA,9,15,1,0,98336
4220,1,0,9,14,1,0,98412
4221,0,1,9,15,1,0,98487
4222,1,1,10,15,1,0,98563
4223,1,1,9,16,1,1,98639
4224,0,0,9,15,0,0,98714
4225,1,1,9,15,1,0,98790
4226,1,1,9,15,1,0,98865
4227,0,1,9,14,1,0,98941
4228,1,0,9,15,1,0,99017
4229,0,1,9,15,1,0,99092
4230,1,1,9,14,1,0,99168
4231,1,1,9,16,1,1,99244
4232,1,1,9,14,1,0,99319
4233,0,1,9,16,1,1,99395
4234,0,0,9,14,1,0,99470
4235,1,1,10,16,1,1,99546
4236,0,0,9,15,1,0,99622
4237,1,1,10,16,1,1,99697
4238,1,1,10,15,1,0,99773
4239,1,1,10,15,1,0,99848
4240,0,0,10,15,1,0,99924
4241,1,1,10,15,1,0,100000
4242,0,1,10,16,1,1,100075
4243,1,NA,10,16,0,1,100151
4244,0,0,10,16,1,1,100227
4245,0,0,10,16,0,1,100302
4246,1,1,10,16,1,1,100378
4247,1,1,10,16,1,1,100453
4248,1,1,10,16,1,1,100529
4249,0,1,10,16,1,1,100605
4250,1,1,10,16,0,1,100680
4251,1,1,10,16,1,1,100756
4252,1,0,10,17,1,1,100832
4253,1,1,10,15,1,0,100907
4254,1,0,12,17,0,1,100983
4255,0,1,12,18,1,1,101058
4256,1,1,12,18,1,1,101134
4257,1,1,12,17,1,1,101210
4258,0,0,12,18,1,1,101285
4259,0,1,12,17,1,1,101361
4260,1,1,12,17,1,1,101436
4261,1,1,12,18,1,1,101512
4262,1,0,12,18,1,1,101588
4263,1,0,12,18,1,1,101663
4264,0,1,12,18,0,1,101739
4265,0,0,12,17,0,1,101815
4266,1,0,12,18,0,1,101890
4267,0,1,12,18,1,1,101966
4268,1,1,12,17,1,1,102041
4269,0,0,12,18,1,1,102117
4270,0,0,12,17,1,1,102193
4271,1,1,12,17,1,1,102268
4272,1,0,12,18,1,1,102344
4273,0,1,12,17,1,1,102420
4274,1,1,12,17,1,1,102495
4275,0,1,12,18,0,1,102571
4276,0,1,12,17,1,1,102646
4277,0,1,12,17,1,1,102722
4278,0,1,12,17,1,1,102798
4279,1,1,12,18,1,1,102873
4280,0,1,12,18,1,1,102949
4281,0,0,12,17,0,1,103025
4282,1,1,12,18,1,1,103100
4283,0,0,12,18,0,1,103176
4284,0,0,12,17,1,1,103251
4285,1,1,12,17,1,1,103327
4286,1,0,12,18,1,1,103403
4287,0,1,12,18,0,1,103478
4288,0,1,12,18,1,1,103554
4289,0,0,12,17,1,1,103629
4290,0,1,12,17,NA,1,103705
4291,1,1,12,17,1,1,103781
4292,0,1,12,17,1,1,103856
4293,0,0,12,17,0,1,103932
4294,0,NA,12,18,0,1,104008
4295,1,1,12,17,1,1,104083
4296,0,1,12,18,0,1,104159
4297,1,1,12,18,1,1,104234
4298,1,1,12,18,1,1,104310
4299,0,1,12,17,0,1,104386
4300,0,0,12,18,1,1,104461
4301,0,1,12,18,1,1,104537
4302,1,1,12,18,1,1,104613
4303,1,1,12,18,0,1,104688
4304,1,1,12,18,1,1,104764
4305,1,1,12,17,1,1,104839
4306,0,0,12,17,NA,1,104915
4307,1,1,12,18,1,1,104991
4308,1,1,12,17,0,1,105066
4309,1,1,12,18,0,1,105142
4310,1,1,12,17,1,1,105217
4311,1,1,12,17,1,1,105293
4312,0,1,12,17,1,1,105369
4313,0,0,12,18,1,1,105444
4314,1,0,12,18,1,1,105520
4315,0,1,11,17,1,1,105596
4316,0,1,11,16,1,1,105671
4317,0,0,11,17,0,1,105747
4318,0,1,11,17,0,1,105822
4319,0,1,11,17,1,1,105898
4320,1,1,11,17,1,1,105974
4321,1,1,11,17,1,1,106049
4322,1,1,11,16,1,1,106125
4323,1,1,11,17,1,1,106201
4324,1,1,11,17,NA,1,106276
4325,0,0,11,18,0,1,106352
4326,0,0,9,15,1,0,106427
4327,1,0,9,16,0,1,106503
4328,0,0,9,14,0,0,106579
4329,0,0,9,15,0,0,106654
4330,0,0,9,15,0,0,106730
4331,0,0,9,14,0,0,106806
4332,0,0,9,15,0,0,106881
4333,0,0,9,15,0,0,106957
4334,0,0,9,15,0,0,107032
4335,0,0,9,15,0,0,107108
4336,1,0,9,15,1,0,107184
4337,0,0,9,15,0,0,107259
4338,0,0,9,15,0,0,107335
4339,1,1,9,15,1,0,107410
4340,0,0,9,14,0,0,107486
4341,1,0,9,14,0,0,107562
4342,1,1,9,15,0,0,107637
4343,0,1,9,15,1,0,107713
4344,0,1,9,15,1,0,107789
4345,0,0,9,14,NA,0,107864
4346,0,0,9,14,0,0,107940
4347,1,0,9,15,1,0,108015
4348,1,1,11,17,1,1,108091
4349,0,1,10,15,1,0,108167
4350,1,1,10,16,1,1,108242
4351,0,1,10,16,1,1,108318
4352,0,0,10,16,0,1,108394
4353,0,1,10,16,1,1,108469
4354,1,0,10,16,1,1,108545
4355,0,0,10,16,0,1,108620
4356,0,0,10,16,0,1,108696
4357,0,0,10,15,0,0,108772
4358,0,1,10,16,1,1,108847
4359,0,0,10,15,0,0,108923
4360,0,0,10,16,1,1,108999
4361,0,0,10,16,1,1,109074
4362,0,1,11,17,0,1,109150
4363,0,1,10,16,1,1,109225
4364,0,1,11,17,0,1,109301
4365,1,1,11,16,0,1,109377
4366,1,1,11,16,1,1,109452
4367,1,1,11,16,1,1,109528
4368,0,1,11,17,1,1,109603
4369,0,1,11,17,0,1,109679
4370,0,1,11,18,1,1,109755
4371,0,1,11,17,1,1,109830
4372,1,1,11,16,1,1,109906
4373,0,1,11,17,0,1,109982
4374,0,0,11,16,1,1,110057
4375,1,0,11,16,1,1,110133
4376,1,0,11,16,1,1,110208
4377,1,0,11,17,0,1,110284
4378,1,0,11,16,0,1,110360
4379,1,1,11,17,1,1,110435
4380,0,1,11,17,1,1,110511
4381,1,0,11,17,0,1,110587
4382,0,0,9,14,0,0,110662
4383,0,1,9,15,1,0,110738
4384,0,0,9,15,1,0,110813
4385,1,0,9,14,1,0,110889
4386,0,1,9,15,1,0,110965
4387,0,0,9,14,0,0,111040
4388,0,1,9,15,1,0,111116
4389,0,0,9,15,0,0,111191
4390,0,1,9,15,0,0,111267
4391,1,1,9,15,1,0,111343
4392,1,0,9,15,0,0,111418
4393,1,1,9,15,1,0,111494
4394,0,0,9,15,0,0,111570
4395,1,1,9,15,0,0,111645
4396,1,0,9,15,0,0,111721
4397,0,0,9,16,0,1,111796
4398,0,1,9,14,1,0,111872
4399,1,1,9,15,1,0,111948
4400,1,1,12,18,1,1,112023
4401,1,1,12,18,1,1,112099
4402,0,0,12,18,0,1,112175
4403,1,1,12,18,0,1,112250
4404,1,1,12,18,1,1,112326
4405,0,0,12,17,0,1,112401
4406,0,1,12,17,1,1,112477
4407,0,1,12,18,0,1,112553
4408,1,1,12,18,0,1,112628
4409,1,1,12,17,1,1,112704
4410,1,1,12,18,1,1,112780
4411,1,1,12,17,1,1,112855
4412,0,1,12,17,1,1,112931
4413,1,1,12,18,1,1,113006
4414,1,1,12,18,0,1,113082
4415,1,1,12,18,1,1,113158
4416,1,1,12,17,1,1,113233
4417,0,1,12,18,0,1,113309
4418,1,0,10,16,1,1,113384
4419,0,1,10,16,0,1,113460
4420,1,1,10,17,1,1,113536
4421,1,1,10,16,1,1,113611
4422,1,0,10,16,1,1,113687
4423,1,1,10,16,1,1,113763
4424,0,1,10,16,1,1,113838
4425,0,1,10,16,1,1,113914
4426,0,1,10,15,1,0,113989
4427,0,0,10,15,0,0,114065
4428,1,NA,9,16,1,1,114141
4429,0,1,10,16,1,1,114216
4430,0,1,10,15,0,0,114292
4431,1,0,10,16,0,1,114368
4432,1,0,10,16,1,1,114443
4433,1,1,10,16,1,1,114519
4434,1,1,10,16,1,1,114594
4435,0,1,10,15,1,0,114670
4436,0,1,10,15,1,0,114746
4437,0,0,10,16,0,1,114821
4438,0,1,10,16,1,1,114897
4439,0,0,11,16,1,1,114972
4440,1,NA,10,17,1,1,115048
4441,1,1,11,17,1,1,115124
4442,0,1,11,18,1,1,115199
4443,0,1,12,18,1,1,115275
4444,0,0,11,16,1,1,115351
4445,0,1,11,17,0,1,115426
4446,0,1,11,16,0,1,115502
4447,0,0,11,16,0,1,115577
4448,0,1,11,16,1,1,115653
4449,1,1,12,18,0,1,115729
4450,0,1,11,16,1,1,115804
4451,1,1,11,17,1,1,115880
4452,1,1,11,16,1,1,115956
4453,1,1,11,16,1,1,116031
4454,0,1,11,17,1,1,116107
4455,0,1,11,17,1,1,116182
4456,1,1,11,16,NA,1,116258
4457,0,0,11,17,0,1,116334
4458,0,1,11,17,0,1,116409
4459,1,1,11,17,1,1,116485
4460,0,1,11,17,1,1,116561
4461,0,0,11,17,1,1,116636
4462,0,1,11,17,0,1,116712
4463,1,1,10,18,1,1,116787
4464,0,0,9,14,0,0,116863
4465,0,1,9,15,0,0,116939
4466,0,1,9,14,1,0,117014
4467,1,1,9,15,1,0,117090
4468,0,0,9,14,0,0,117165
4469,1,1,9,15,1,0,117241
4470,1,1,9,14,1,0,117317
4471,0,0,9,15,0,0,117392
4472,0,0,9,14,0,0,117468
4473,0,0,9,15,1,0,117544
4474,0,0,9,14,0,0,117619
4475,0,1,9,15,1,0,117695
4476,0,0,9,14,1,0,117770
4477,1,1,9,15,1,0,117846
4478,0,0,9,14,0,0,117922
4479,1,0,9,14,1,0,117997
4480,0,0,9,14,1,0,118073
4481,1,0,9,14,0,0,118149
4482,0,0,9,15,0,0,118224
4483,1,0,9,15,0,0,118300
4484,0,1,9,15,1,0,118375
4485,0,NA,9,15,0,0,118451
4486,0,1,10,15,0,0,118527
4487,1,1,10,16,1,1,118602
4488,0,0,10,16,0,1,118678
4489,1,1,10,16,1,1,118753
4490,0,0,10,15,0,0,118829
4491,0,0,10,16,0,1,118905
4492,0,0,10,15,0,0,118980
4493,0,0,10,16,0,1,119056
4494,1,1,10,16,0,1,119132
4495,1,1,10,16,0,1,119207
4496,0,0,10,16,0,1,119283
4497,1,0,10,15,0,0,119358
4498,1,1,10,15,1,0,119434
4499,1,1,10,16,0,1,119510
4500,1,0,10,16,1,1,119585
4501,0,0,10,16,1,1,119661
4502,1,1,10,16,0,1,119737
4503,0,0,10,16,0,1,119812
4504,0,1,10,16,0,1,119888
4505,1,1,10,16,0,1,119963
4506,0,0,10,15,0,0,120039
4507,1,1,10,15,1,0,120115
4508,1,1,10,15,0,0,120190
4509,0,1,12,18,1,1,120266
4510,1,1,12,18,1,1,120342
4511,0,NA,12,17,0,1,120417
4512,0,0,12,18,1,1,120493
4513,0,1,12,17,0,1,120568
4514,1,1,12,18,0,1,120644
4515,1,1,12,17,1,1,120720
4516,0,1,12,18,1,1,120795
4517,1,1,12,18,1,1,120871
4518,0,1,12,17,0,1,120946
4519,1,1,12,18,1,1,121022
4520,0,1,12,18,0,1,121098
4521,1,1,12,17,1,1,121173
4522,0,1,12,18,0,1,121249
4523,0,1,12,18,1,1,121325
4524,0,0,12,18,0,1,121400
4525,1,1,12,17,0,1,121476
4526,1,1,12,18,1,1,121551
4527,1,1,12,18,1,1,121627
4528,1,0,12,18,0,1,121703
4529,1,1,12,18,1,1,121778
4530,0,1,12,18,1,1,121854
4531,0,1,12,18,0,1,121930
4532,0,0,12,17,0,1,122005
4533,0,0,12,17,0,1,122081
4534,0,1,12,18,1,1,122156
4535,0,1,12,18,0,1,122232
4536,0,0,12,18,1,1,122308
4537,0,1,12,18,0,1,122383
4538,1,NA,12,18,1,1,122459
4539,0,1,12,18,1,1,122534
4540,0,1,12,17,1,1,122610
4541,1,1,12,18,1,1,122686
4542,0,1,12,18,1,1,122761
4543,0,0,12,18,1,1,122837
4544,0,1,12,18,1,1,122913
4545,0,1,12,17,1,1,122988
4546,0,1,12,18,1,1,123064
4547,0,0,12,17,1,1,123139
4548,0,1,12,17,1,1,123215
4549,0,1,12,17,1,1,123291
4550,1,1,12,17,1,1,123366
4551,0,1,12,18,1,1,123442
4552,0,0,12,18,1,1,123518
4553,1,1,12,18,1,1,123593
4554,0,1,12,18,1,1,123669
4555,0,1,12,17,1,1,123744
4556,0,1,12,18,1,1,123820
4557,1,1,12,18,1,1,123896
4558,0,1,12,18,1,1,123971
4559,0,1,11,18,1,1,124047
4560,0,0,10,16,1,1,124123
4561,0,1,11,16,1,1,124198
4562,0,1,11,16,1,1,124274
4563,1,1,11,17,1,1,124349
4564,0,1,11,16,1,1,124425
4565,0,1,11,17,0,1,124501
4566,1,1,11,16,1,1,124576
4567,0,0,11,17,0,1,124652
4568,1,0,11,17,1,1,124727
4569,1,1,11,17,1,1,124803
4570,1,1,11,17,1,1,124879
4571,0,1,11,18,0,1,124954
4572,1,0,11,17,0,1,125030
4573,1,NA,11,17,0,1,125106
4574,0,1,11,17,1,1,125181
4575,0,0,11,16,0,1,125257
4576,1,1,11,17,1,1,125332
4577,0,1,11,17,1,1,125408
4578,0,1,10,16,1,1,125484
4579,0,0,9,14,1,0,125559
4580,0,0,9,15,1,0,125635
4581,0,1,9,16,1,1,125711
4582,0,0,9,14,0,0,125786
4583,0,0,9,14,1,0,125862
4584,0,0,9,14,0,0,125937
4585,0,0,9,15,0,0,126013
4586,0,0,9,15,0,0,126089
4587,0,0,9,14,0,0,126164
4588,0,0,9,15,0,0,126240
4589,0,0,9,15,0,0,126316
4590,0,0,9,15,1,0,126391
4591,0,0,9,15,0,0,126467
4592,0,0,9,14,0,0,126542
4593,0,0,9,14,1,0,126618
4594,0,1,9,15,0,0,126694
4595,1,NA,9,15,0,0,126769
4596,0,0,9,15,0,0,126845
4597,0,0,9,14,1,0,126920
4598,0,0,10,NA,1,NA,126996
4599,0,0,10,15,0,0,127072
4600,0,0,10,15,1,0,127147
4601,0,0,10,17,1,1,127223
4602,1,1,10,17,1,1,127299
4603,0,1,11,17,1,1,127374
4604,0,1,10,16,1,1,127450
4605,0,1,10,16,1,1,127525
4606,1,1,10,16,1,1,127601
4607,0,1,11,17,1,1,127677
4608,0,1,10,16,1,1,127752
4609,0,0,10,15,0,0,127828
4610,0,1,10,15,1,0,127904
4611,0,1,10,15,1,0,127979
4612,0,0,10,16,1,1,128055
4613,0,0,10,16,1,1,128130
4614,0,0,9,14,0,0,128206
4615,0,0,9,14,0,0,128282
4616,0,0,9,15,0,0,128357
4617,0,0,10,15,1,0,128433
4618,1,1,9,15,1,0,128508
4619,0,1,9,15,1,0,128584
4620,1,1,9,15,1,0,128660
4621,0,0,9,14,0,0,128735
4622,1,1,9,15,1,0,128811
